speed_kmh,slope,distance_km,energy_wh,wh_per_km,road_type
23.45,4.838,8.5445,5305.0624,620.8754581911996,1
19.95,6.191,29.6006,6442.4873,217.6472765852384,1
109.98,-1.636,14.2908,10422.0886,729.2889197990228,3
39.34,0.04,32.6574,8431.3646,258.17654985391954,2
44.65,1.185,6.8216,5904.7285,865.5951662784985,1
91.18,3.919,7.6646,8780.8772,1145.6432174543618,2
40.66,7.757,33.8286,7585.2832,224.22718986886662,1
114.25,-1.187,48.6806,13535.6768,278.0506471537182,3
88.55,2.063,12.4201,7545.0973,607.4895904285127,2
71.69,6.273,35.7243,8713.8845,243.92070941831255,3
105.71,-3.689,26.6488,11917.1373,447.1918233764976,3
5.95,2.693,42.2077,5956.9109,141.13329827689935,2
30.85,-2.834,19.5054,7292.2748,373.8590692109371,2
55.8,3.087,48.5885,8182.7475,168.40904237361255,2
27.24,6.517,4.2116,6523.8129,1549.009172577846,3
89.27,-1.446,49.2339,11420.4018,231.9620332156986,3
110.3,7.742,42.3272,13160.5175,310.92310531594273,3
50.85,0.022,43.3363,10031.7585,231.48648298314876,2
41.06,-2.138,42.1359,9473.4371,224.83036983602824,1
115.39,1.98,43.107,11492.6671,266.60792299130907,2
53.38,8.141,40.7761,9019.3602,221.192241807238,1
58.69,-3.966,44.9859,10831.6628,240.7790351167036,3
42.2,-0.086,23.094,7619.4037,329.9306273418175,1
109.15,4.797,46.9706,12321.6599,262.3269694502748,2
68.27,0.364,19.3096,8718.5711,451.5137622240944,2
91.46,-3.938,36.453,10531.1156,288.8958800975669,2
97.42,-0.02,35.5466,10596.9188,298.11348174895716,1
41.02,7.314,41.0627,9008.9928,219.39582773522764,2
52.04,9.521,36.9453,10050.4185,272.03515067000865,1
101.82,-4.403,1.8654,8838.1928,4737.866214688221,3
43.59,3.539,36.9837,10467.8516,283.039395829019,1
95.27,-3.42,1.2625,8359.661,6621.468364113118,3
112.92,5.206,26.7082,10748.1786,402.4300266201197,1
74.79,-4.882,41.9636,11441.8849,272.6623303308728,3
89.0,-4.779,41.4958,11325.9933,272.9431211154605,2
96.61,6.653,42.0815,11491.0568,273.06659329973417,1
101.4,-3.883,30.1603,10849.73,359.73559456735927,3
47.41,-0.422,9.2722,5633.9993,607.6213332702674,2
6.15,9.371,25.4481,7357.1259,289.1030604650109,2
48.23,9.779,25.859,8979.4964,347.2487576110928,3
80.85,-2.579,16.3059,9857.4322,604.5312227904152,3
54.04,3.414,21.2626,7936.2106,373.2482304905312,1
89.88,3.387,43.6216,10726.5844,245.9006673929038,3
42.84,1.786,25.9446,6420.2025,247.45815141743515,3
76.17,8.871,35.2667,9490.8397,269.1160569294844,2
22.37,6.311,24.841,6170.7553,248.4101723134088,3
89.92,6.468,30.9118,10207.3224,330.2077697065959,3
65.48,-0.956,4.7201,7250.3181,1536.05467465247,3
24.49,1.515,46.5763,8221.3994,176.51475952755595,2
35.03,2.311,21.8531,5735.1035,262.43937709549624,2
89.83,-0.516,37.4403,10860.6853,290.08005737721385,2
57.91,-3.578,33.3883,8094.2213,242.42654061642412,2
25.92,-3.105,39.9837,7794.2923,194.93683241512835,1
116.07,-2.29,1.8402,8390.8924,4559.8759644393485,2
85.82,-1.945,46.7741,11868.0217,253.7308539826195,2
114.86,-1.366,41.5044,12669.4875,305.2567301701916,1
51.25,-1.168,41.7047,7947.1552,190.55777508763256,1
57.01,1.836,23.409,6830.4241,291.7867295956948,1
107.75,2.644,39.8366,11995.1849,301.1099350024876,3
63.01,-0.367,28.8016,9413.4923,326.8394016075282,2
84.87,8.609,25.2236,10685.1472,423.6178310801215,3
30.26,3.297,39.2676,9099.5175,231.73089329362094,1
53.61,6.812,31.4272,8331.7279,265.1118185013199,1
14.81,8.864,3.9503,4402.361,1114.4357713535344,1
24.72,-2.553,15.794,6839.4377,433.0394218925295,1
117.27,0.317,46.6567,13442.5607,288.116147696635,2
29.08,-4.866,41.9617,8954.6848,213.40143425388246,2
79.6,7.24,12.7902,7865.36,614.9522766880501,2
100.69,-3.327,23.7218,10650.4534,448.97408216553987,3
66.08,9.932,21.7262,8408.6806,387.0298588482935,1
18.38,6.594,21.9904,6269.0245,285.08010159534695,3
87.37,3.7,2.5843,8914.1645,3449.4194353344756,2
72.03,-2.681,8.7645,7058.4556,805.3425769536376,1
87.75,2.731,7.7477,10408.8341,1343.4765512723422,3
92.37,-1.083,30.9017,8816.3005,285.3014608037494,1
117.05,-1.215,20.6487,10067.0418,487.537863205863,1
68.83,7.443,16.287,8433.1545,517.785628962412,3
41.0,0.71,22.2509,7910.3301,355.5066477094143,2
77.82,1.761,16.2783,8981.754,551.7630489860378,3
8.21,7.644,37.8977,6162.3498,162.6046603320881,3
107.69,-3.683,8.4354,8448.3651,1001.5378720175318,2
14.33,3.919,2.9011,6164.0181,2124.700544158698,3
39.34,3.673,32.5702,9682.3334,297.27583021172455,1
97.89,1.378,11.6059,8671.2664,747.1429770610722,2
71.68,7.447,32.2034,11089.7406,344.36575013569825,3
47.24,9.143,3.0212,4820.5618,1595.5603012669553,1
56.81,1.98,12.4301,8032.3683,646.2006163796055,2
102.55,1.842,7.7788,8551.9675,1099.3935518793862,3
40.8,2.531,14.6046,7287.5841,498.99244373371556,2
104.36,5.847,16.5099,11855.5814,718.0902258593607,1
10.58,5.021,24.8103,6787.7374,273.5852344480626,1
93.22,-1.657,26.0549,10359.5549,397.6045812403386,2
101.71,-4.042,31.5419,9012.583,285.73374455792,1
21.82,9.239,16.6494,5877.7174,353.02791435203346,1
51.64,-1.084,26.6479,8022.7336,301.06483709828206,2
19.86,4.579,49.5069,10193.4402,205.89957257637505,2
84.79,7.427,10.6109,9743.8443,918.2863277877791,3
64.24,-0.496,7.72,5795.8634,750.757576069863,3
76.24,4.532,42.1439,9545.4182,226.4955828351817,2
23.58,-3.381,20.5772,4876.0595,236.96368856319407,1
25.41,9.549,42.3595,8359.4144,197.3445213115694,1
38.65,1.573,1.1821,4832.4164,4088.080680371177,2
67.17,3.052,18.8062,9202.5214,489.33536567628397,2
102.95,6.857,30.5455,11280.9662,369.3165408409801,1
80.03,-3.183,22.433,9128.8981,406.94089605307715,3
52.25,1.612,23.0212,6443.2944,279.8850838546847,3
114.37,-0.504,49.916,12635.3078,253.13159232422538,1
86.31,-0.32,27.2519,8313.642,305.06599651200395,3
111.62,6.682,34.8773,12942.32,371.08154398131126,2
63.31,-4.918,36.0765,8448.6533,234.18684989759012,2
31.07,6.236,0.1085,6705.0818,61772.003091633465,1
6.34,7.156,27.6678,5402.5768,195.26584286914763,1
87.13,8.52,48.1565,10334.5105,214.60257119115104,2
14.56,4.403,37.5661,7281.9158,193.8429529341523,2
36.33,0.002,17.0873,6230.0663,364.6015456056486,1
63.9,1.409,18.2921,7967.3415,435.5617999825502,1
67.73,9.546,15.2505,8544.9424,560.3057868110553,2
72.07,8.218,31.5474,10400.0893,329.6655747973047,2
19.95,1.953,4.956,5080.4106,1025.0941431939689,3
45.57,9.146,14.571,6924.2628,475.2078085480835,3
74.06,7.344,24.9609,7910.8642,316.93021532947114,2
116.38,8.516,26.8073,11284.384,420.9439446890547,1
87.32,5.245,30.4096,9940.903,326.89969844643576,3
110.71,7.865,39.8815,12110.0097,303.6496016243694,3
91.47,8.376,8.2455,9814.9334,1190.338498832783,2
71.01,-3.62,11.3283,8200.5373,723.9008932875813,1
23.04,9.478,43.6284,8291.2889,190.04334863368507,1
80.0,0.004,41.5748,9455.2189,227.42651837541968,2
74.81,1.598,41.0964,8208.4136,199.73568968578647,1
72.3,6.879,10.5099,7396.6366,703.7761888609846,2
58.77,4.973,3.007,6188.394,2057.9905631593047,1
63.44,8.396,26.2184,9496.6002,362.2112582507505,2
40.13,1.009,43.5151,9218.875,211.85444862593152,1
62.32,0.599,11.9521,8228.2634,688.4370587036859,2
23.71,-4.525,45.2196,8085.5095,178.80543874344687,2
96.62,1.941,7.1625,8223.0038,1148.067872278901,1
22.29,5.861,14.975,6242.6868,416.87389839739257,2
10.2,-0.482,14.9846,4459.8655,297.6302723352381,3
52.35,1.941,7.6399,6709.5222,878.2213760542193,1
79.0,-1.709,43.6516,8211.5011,188.11441830589533,2
52.53,6.592,20.6882,9440.9517,456.34392126808825,1
33.21,-4.092,9.6138,5031.3386,523.3450864918667,1
66.98,5.581,7.4475,7192.1802,965.7189377398009,2
41.64,0.684,21.1036,6893.6292,326.6563408573803,3
111.94,-4.376,0.9627,9408.9192,9773.564091878754,1
110.72,7.802,6.1407,11013.9707,1793.6020890806974,3
60.28,2.316,0.2845,8662.8385,30445.655796749244,3
39.35,3.99,1.3168,6130.1364,4655.205464499545,2
88.46,5.98,49.8689,11945.7306,239.54245854910496,2
56.97,5.963,36.4733,9459.8846,259.36431792672255,2
40.36,6.434,36.8803,8941.394,242.44344142816968,1
110.46,3.837,44.0323,12986.8177,294.9382139853553,1
66.34,-1.353,26.3311,7817.549,296.89460461424466,2
88.88,8.544,16.1538,9766.2124,604.5769279368579,2
58.2,9.549,27.4693,8946.7337,325.69974118813514,1
10.25,0.365,16.6728,6642.9352,398.43034238459245,3
116.7,-3.315,9.2645,8699.3782,938.9981679014593,2
62.16,-1.662,33.6741,8667.9573,257.4074068466546,3
73.7,5.06,2.0176,10202.9848,5056.980465647419,3
28.39,-2.406,44.7797,7669.1774,171.26445446220254,1
58.02,6.702,7.3986,7958.1885,1075.6276818290369,2
51.5,8.845,30.7957,9995.3855,324.57084963807824,2
8.99,9.455,37.7348,7211.2011,191.10205319186136,2
12.74,-4.86,3.7391,5123.4342,1370.2388742819212,3
100.5,9.372,45.1744,12852.2835,284.5036976865773,2
28.78,6.103,17.8732,7728.7894,432.42236766276915,1
23.39,-3.739,49.8366,9358.3319,187.7801206314126,3
60.59,1.229,3.5322,7120.7409,2015.9404871629629,2
92.25,5.501,35.867,11060.4658,308.37450002737233,3
7.43,9.35,8.1197,6115.5288,753.1763375005067,3
69.22,-2.538,20.1944,8322.2373,412.10698341323535,3
14.31,-3.084,22.2163,6023.5336,271.1312411125626,1
6.33,9.521,16.9449,6605.6678,389.83229082759516,2
100.1,9.571,38.3838,11731.7829,305.64448125780797,3
14.16,-1.581,41.0125,6638.2061,161.85816861613952,2
5.42,-0.21,16.8471,5732.6886,340.27650734355404,3
52.55,8.62,24.184,8258.1022,341.46992273421245,3
101.28,6.023,21.1457,12136.2373,573.9334003778453,3
31.49,9.585,29.7165,7242.4295,243.71751433528863,1
50.61,8.397,7.5983,7128.5409,938.1788884239463,2
53.89,6.396,39.8709,7236.2894,181.49284654766717,2
69.31,-4.272,29.5616,10181.7829,344.4257822128803,1
68.51,7.267,37.3326,9480.4178,253.94477088867876,1
39.89,4.023,49.4264,8325.7961,168.4483345292846,3
37.86,9.342,46.1331,7406.2921,160.54165331450153,1
12.79,9.4,30.6113,7276.4927,237.70607924526857,1
44.02,-4.238,25.6189,6238.0765,243.4948003310266,1
11.94,-2.592,26.7729,5576.9101,208.30429277184507,1
91.99,2.263,23.3841,9723.8047,415.83040476010416,1
115.95,8.192,24.0633,11390.8651,473.37133206601345,1
116.41,7.217,36.6286,13224.9233,361.0541043710584,2
103.81,9.466,49.6069,12305.5495,248.06140148010314,1
72.1,4.271,2.3612,5904.4571,2500.634633334507,2
84.1,-1.152,11.5864,9348.3525,806.8392893824838,3
34.22,-4.623,10.5894,6337.9979,598.5250539801293,1
75.69,-1.656,41.6595,8613.3311,206.75539116454223,1
54.68,5.129,21.0442,7329.5192,348.29131825712307,2
57.84,8.894,26.3041,9239.3704,351.25209809257495,1
90.93,-0.186,23.5107,11771.5917,500.6907869499505,2
33.83,8.136,42.6987,7248.3794,169.7564577866516,2
38.16,0.923,25.036,7199.3604,287.5601214162225,1
110.96,-0.376,33.4255,12014.6884,359.4466207686324,3
6.75,2.633,1.0722,4701.2141,4384.530058511065,3
58.28,1.634,32.6575,8482.8705,259.7527836046848,3
109.54,8.707,12.1235,11425.7431,942.4466498556108,2
73.24,2.024,43.3567,11595.8346,267.45169749570215,2
65.57,-0.84,37.6026,10144.8948,269.7927063148027,1
29.97,7.638,5.5534,7545.3865,1358.692765543164,2
41.19,9.981,5.2632,6428.5803,1221.4128311087609,3
102.25,4.723,14.7206,9956.2975,676.3506700754047,1
67.11,-1.243,6.3756,9009.3686,1413.1005392103527,3
61.77,-1.418,37.0424,9661.0162,260.8099361886083,1
11.95,-4.134,49.3421,7420.3262,150.3851618664956,3
115.64,8.725,12.5274,9913.3538,791.3317977739848,3
45.24,-3.553,28.2572,8952.5132,316.82246182977804,2
72.39,2.265,40.3019,11661.8247,289.3617213535831,3
9.57,5.472,48.1142,8809.7747,183.10152891205723,1
81.97,7.755,0.3531,8499.8316,24073.407069522324,3
111.91,-2.431,26.2321,10786.371,411.1890503301644,2
69.08,1.567,22.7154,8481.9483,373.4009121086312,1
15.13,-1.228,20.7832,5742.0841,276.2850599683613,2
69.81,-1.163,25.2415,9130.7527,361.7357199577333,3
91.96,-0.442,20.235,11140.7729,550.5708021125691,1
48.77,3.807,17.2664,6410.1264,371.2491459187081,3
105.58,-4.751,5.8289,6903.1305,1184.292390413147,1
77.84,1.131,25.0423,7924.2799,316.43584307532035,2
107.91,-2.198,41.0705,11842.7094,288.35098999711875,2
74.82,9.507,5.3261,8010.9663,1504.0838697648173,2
15.75,3.741,36.9507,7351.0692,198.9425218222952,3
37.16,8.021,13.4615,6470.5137,480.6670618298644,1
24.22,-2.065,19.124,5727.369,299.48528341457296,2
109.06,7.15,49.4054,12734.5306,257.75570601454626,3
91.25,1.222,33.793,12120.6648,358.67330108793897,3
81.17,-2.335,35.9837,9213.8758,256.05689692334187,1
36.12,6.419,30.1593,7792.8942,258.39101793742066,2
22.09,6.43,16.1859,7052.0629,435.6907019848098,3
90.77,9.938,33.7883,11009.4113,325.8351863335552,2
56.9,6.714,22.9177,8471.9148,369.66705737929044,1
27.09,-2.821,41.6209,8333.1871,200.21625583629492,2
73.99,-0.162,28.5958,9058.195,316.76715114345274,2
39.14,-3.1,42.4406,8278.7892,195.06788343085194,3
56.23,6.821,41.0739,9949.9767,242.24590092612516,1
17.76,2.9,20.1652,6726.1356,333.5524301410392,1
118.16,9.167,18.501,12151.9897,656.8304665521674,1
25.09,3.84,43.4665,8577.7514,197.3417945019188,3
15.64,2.843,7.2407,4829.5661,667.0028484807185,1
24.42,-3.929,14.0422,4978.3778,354.5285287424787,1
92.29,-2.76,6.1384,6321.2534,1029.7924765731425,3
51.06,7.743,2.2004,6915.4525,3142.8771142286805,1
67.85,9.86,30.8315,9190.567,298.09048957839934,3
53.5,4.414,39.8059,8804.86,221.1949582911816,2
98.0,9.386,19.0291,10544.658,554.1344197495577,3
106.23,-1.428,30.9451,12253.9122,395.9883663463293,3
10.4,3.173,38.2107,5970.7944,156.25969890535455,3
64.6,1.132,35.533,9349.4968,263.121717390377,1
109.59,3.126,6.9215,10101.5884,1459.44501189909,3
46.56,-0.967,5.8578,7261.9958,1239.7240644351978,3
99.55,2.466,46.2172,11734.3893,253.89631516972022,1
16.04,4.372,4.0656,5912.8663,1454.361277273813,2
112.25,-3.782,10.9981,9535.4969,867.0095910801697,3
90.17,6.145,21.9735,11156.1502,507.7084393541148,1
112.96,5.598,41.0685,11934.3465,290.5964409986148,2
81.19,8.207,30.171,10791.1514,357.66593082313585,3
43.61,1.388,28.6021,7844.8696,274.2764740840872,2
112.58,-4.075,34.6285,12504.1648,361.0941286083961,3
33.07,1.922,40.1277,9020.1944,224.78716513755435,3
39.86,-2.936,11.7029,6787.627,579.9966871744394,2
84.1,4.712,1.0432,9336.4756,8950.022505292782,2
91.84,-4.293,6.4471,8428.232,1307.2825000520031,2
111.53,0.61,8.3417,8821.8029,1057.5568739838159,3
24.58,-3.757,2.0971,4481.5415,2136.9679452544037,3
95.76,-4.95,37.4012,9888.7497,264.39694308003925,1
88.63,9.408,44.2577,11413.3902,257.88460468541655,1
7.66,9.942,35.5614,5413.6163,152.23281596060164,1
46.47,3.333,9.5123,7804.5795,820.4724862580399,3
33.93,-1.416,30.3616,7701.2897,253.65233514421638,2
36.54,8.666,26.0781,6924.865,265.543069172032,1
117.95,8.846,41.0162,12672.1608,308.95520305970547,3
77.13,7.818,47.1207,12054.8482,255.82910182644883,2
86.12,3.166,37.1724,10484.9161,282.06148286704536,1
117.19,-3.879,25.6757,11009.9219,428.80746064221125,2
45.26,-3.673,25.6013,7316.906,285.80203662446553,2
96.22,8.449,40.4086,10730.1433,265.5413132519445,1
52.14,8.137,6.2135,5642.8137,908.1587578052772,1
104.34,1.516,7.7504,10695.0452,1379.9423112642555,3
21.68,-0.078,17.2413,6805.2083,394.70421619915504,2
113.72,4.662,37.3822,11503.4103,307.7239773764946,1
26.25,7.105,3.3922,4048.0131,1193.3170002589563,1
39.15,5.975,17.2818,5369.0234,310.6759017629621,2
90.74,4.234,15.9952,11392.9751,712.2760186426889,2
47.25,-1.527,24.3383,6315.9027,259.50460813750914,2
72.99,-1.062,23.2395,9272.1093,398.9813763505293,1
53.35,5.861,35.7488,8773.7599,245.42796592423747,1
89.08,7.039,31.3155,10821.9821,345.57911785855,3
27.4,-3.258,45.1482,7533.2293,166.85550210448727,2
7.01,-2.191,9.1148,3355.8384,368.1764353710038,1
35.99,5.207,21.6608,6656.5447,307.3077918995863,1
56.92,0.835,20.0648,8452.3396,421.25273204144725,2
20.16,3.449,5.7147,4868.1332,851.8655988433635,1
42.58,4.222,8.3249,6399.5348,768.7222189323231,2
48.0,6.643,16.8979,9156.5258,541.8746437305026,1
6.89,7.086,36.7666,7805.5422,212.29960247788847,2
70.0,-0.799,7.593,8708.8245,1146.9475042675838,2
106.12,3.119,13.3394,10649.0857,798.3188777670069,1
18.21,-3.147,33.8534,6590.9474,194.69100155562532,2
71.74,7.63,29.873,9227.3563,308.8857869449159,3
79.77,7.682,5.3093,9750.9611,1836.597304921509,3
50.32,-0.507,47.1909,8774.7911,185.9425116455791,2
84.13,-2.591,7.4866,6961.3874,929.8409207072995,3
49.29,-3.949,3.1642,5198.8873,1643.0237424249724,1
60.56,3.625,15.2822,8714.1663,570.2150337747707,1
83.01,5.209,1.6331,6892.3364,4220.356487985385,1
79.36,5.172,28.9787,10875.0905,375.27828303385013,1
44.19,8.148,20.187,7929.0634,392.7813461938599,1
117.48,0.674,15.1769,9834.3331,647.9799280591152,1
50.49,8.534,45.7399,10836.2011,236.90915513504493,3
60.23,-4.446,3.1669,5840.2633,1844.1467629641081,2
109.19,-3.309,23.7183,9944.7789,419.2872099616026,2
86.07,1.183,12.7049,7059.2624,555.6349471620917,3
69.85,3.91,19.1474,8781.9787,458.6515667925503,3
95.74,-4.514,20.5986,9031.4465,438.449174118191,1
103.72,3.512,27.3024,10982.2078,402.2437943867759,1
54.83,-0.389,22.7172,7757.4169,341.47734718161075,2
57.01,8.307,49.4037,10190.9444,206.27911042032977,2
46.33,2.999,1.373,5904.6471,4300.517848998561,3
116.0,3.818,37.9072,11245.9627,296.6710640023658,1
83.66,9.184,2.6447,8528.7521,3224.888321407801,3
9.99,6.463,21.6104,5815.1728,269.0913044592731,2
103.56,1.574,10.1722,10403.2053,1022.7137264962838,2
57.67,2.153,47.2706,8671.8903,183.45214762181277,3
8.25,4.719,36.1523,6599.4494,182.54591706793178,1
65.97,-1.997,23.1961,9756.3808,420.60484260571036,1
50.06,-3.67,47.6169,8927.467,187.4853343831031,3
105.33,-0.331,36.0926,10295.6275,285.2558997740013,2
24.48,6.676,47.6018,9354.4603,196.51474067335982,3
99.18,-1.14,35.2583,9368.516,265.7110423141697,3
66.92,-3.039,3.9778,5677.6766,1427.351862964638,1
6.55,-1.715,30.8536,5932.1018,192.26587981484047,2
116.62,5.185,49.0195,13281.3128,270.9396520679003,2
61.51,4.209,10.7877,7964.0964,738.258026180414,1
34.91,5.325,39.6577,8916.6702,224.84077211438114,2
56.33,-0.171,9.3131,6207.375,666.5179515765327,2
102.94,8.513,22.6666,10697.0601,471.92977293250243,1
36.59,1.777,4.3247,6270.14,1449.8373322623324,2
23.12,2.706,17.0952,7053.3721,412.59254685043214,2
15.49,9.232,38.8337,7941.7534,204.50673206666534,3
35.74,9.689,2.3589,5020.0779,2128.165597524353,2
93.61,4.923,16.0778,10454.2761,650.230021806206,3
56.6,9.172,31.5246,9735.826,308.8322614070111,3
27.3,3.123,47.433,9094.8228,191.74034664013632,3
19.94,-0.391,12.3431,5135.4046,416.0562611032587,1
39.93,-0.274,8.7402,6006.6594,687.2462207816478,1
112.79,3.384,10.2632,10710.1574,1043.553130404426,2
41.16,4.076,11.9168,7583.4089,636.3652125518479,3
118.57,1.594,31.9522,10155.6751,317.8391667567617,2
58.23,8.257,49.9335,9841.9692,197.10142711241403,2
21.5,1.4,26.2272,5617.4152,214.18276047500396,2
106.94,-0.899,13.6444,10042.6713,736.029013355353,2
55.24,-4.88,37.3733,8011.0405,214.3520126222133,2
85.16,9.559,7.9968,9161.5073,1145.6528451032714,3
118.05,7.365,1.5977,10454.0712,6543.17070781476,3
6.02,4.233,30.3027,4877.7248,160.96655777493442,3
11.6,7.458,10.5937,4005.5698,378.1069455390009,3
86.45,7.154,20.0219,9415.2193,470.24513168443667,1
33.82,8.978,11.6337,6322.3155,543.4475326582321,3
22.12,0.791,45.9113,7238.6384,157.66579303882176,3
92.94,9.48,11.8187,8895.6108,752.6747882418339,2
16.13,9.777,4.3341,4639.2403,1070.413067839766,1
56.13,6.836,25.6766,8176.2629,318.4327655450447,3
72.71,1.812,43.4493,10479.5654,241.19071127663204,3
51.4,2.449,17.6489,6234.1652,353.2322239068978,1
94.02,-0.6,1.7274,7033.6481,4071.9182552190637,1
91.43,-4.198,6.6616,8980.7702,1348.1367069396824,3
107.2,9.878,20.2038,11561.5435,572.2450914578102,1
51.94,1.361,44.7272,10398.0129,232.47620831644505,1
64.27,8.91,18.7382,9187.2953,490.2964560843973,1
57.24,5.864,30.2058,8633.9499,285.8370202650521,1
46.71,-0.651,44.9173,8497.235,189.17514097293449,1
106.49,-1.669,18.0533,9182.003,508.60386236230966,1
107.27,9.935,18.3512,11923.5548,649.7423083872559,3
40.3,6.582,4.4904,6717.4512,1495.9737221091086,3
73.81,-1.255,17.5176,7387.9671,421.74593217499614,3
111.23,-3.988,37.3334,12190.6391,326.5345840737475,3
115.45,5.454,42.247,13613.7712,322.24227188250376,1
61.08,-0.455,36.1653,9232.2427,255.279378747061,1
54.34,-1.68,0.4456,5405.5118,12131.536447673403,1
33.44,6.024,5.9371,6345.4611,1068.77362910076,1
115.06,5.189,36.576,12998.3987,355.3805260688773,3
17.14,2.221,47.1256,7775.4886,164.99502755677491,3
69.58,9.14,34.7985,9130.16,262.3720755458017,1
33.91,5.195,11.3826,5388.2244,473.3756408072141,1
33.48,8.401,5.4672,5009.3386,916.2593812898294,1
48.6,-2.142,43.8631,9357.174,213.3267219893385,1
119.86,-0.55,5.0416,9390.8015,1862.654610706045,2
6.6,-3.432,7.6367,4734.3479,619.9432073411784,2
69.43,-0.431,29.875,9652.4662,323.09546337189516,2
9.91,9.577,9.5809,5325.2211,555.8190351911771,2
18.54,9.443,11.4569,6206.5642,541.7311544604119,1
52.75,6.406,7.1987,5261.8421,730.943113090521,1
61.26,2.816,47.2219,8667.8653,183.556134991099,1
31.06,6.712,6.3338,6287.8542,992.7511752941523,2
37.97,3.302,46.5735,9541.2039,204.8634975261172,2
10.44,-4.947,16.3772,4923.4728,300.62917110724527,1
36.39,2.523,41.0958,7947.8435,193.39786422187612,2
115.99,3.984,47.5049,12330.8168,259.5694835939341,3
113.36,-1.014,26.011,11663.2648,448.3980617724952,2
40.19,-1.951,38.5316,8983.8496,233.15544057228726,2
68.5,-0.893,13.3739,8850.4331,661.7679464254178,2
109.15,4.354,19.2099,11585.4357,603.096724455474,2
97.28,5.805,42.538,12004.1348,282.1978284852034,3
113.8,1.34,31.0748,11440.0049,368.14378532200084,1
10.96,0.3,1.2027,5498.2403,4571.461846390063,2
19.37,7.108,15.3087,7275.0575,475.222185158002,2
115.29,2.591,43.2621,11149.679,257.7239759825149,2
64.5,0.676,12.0878,8430.2689,697.4186133224918,2
30.92,0.524,19.5418,7137.8416,365.26066171863664,3
53.99,7.885,7.8072,5547.7987,710.6010815765393,1
83.15,2.563,17.5556,9197.5146,523.9071007768206,2
87.98,-1.88,40.8893,10352.5686,253.1853105976787,3
119.45,4.192,42.4698,13559.3656,319.27088743311566,1
34.5,-0.72,29.0868,6607.9642,227.18095656801592,1
64.59,-2.793,33.9691,9352.3217,275.3184508970549,1
64.0,-3.702,26.7752,9022.9789,336.99043753101023,2
48.68,-1.375,2.3092,6214.5376,2691.206931371629,2
20.3,6.048,34.8646,7967.812,228.53604493463462,3
117.29,7.57,49.8279,12738.5279,255.65056520220907,3
102.4,7.926,11.4684,10164.6809,886.3219900546273,1
59.8,-0.948,49.1093,10080.1492,205.25928933523346,2
72.39,4.915,49.8889,9303.1445,186.47723269197996,1
27.27,-1.545,7.1616,6556.6626,915.5331264274936,1
65.25,4.341,46.3141,10328.5757,223.01125430066622,3
83.4,8.308,33.8091,11840.163,350.2066179076701,2
61.82,-4.387,23.372,9301.2605,397.96674427619325,3
118.83,9.778,17.2986,11728.8399,678.0236780353752,2
73.36,7.406,31.5271,10008.2163,317.44804977451304,1
44.52,6.425,42.1551,8149.365,193.31880669896083,1
92.66,5.37,1.8017,8630.5125,4790.184471972504,1
20.46,6.554,26.8196,6303.4843,235.03303362052338,2
46.14,9.919,32.5482,8174.681,251.15637151438395,1
41.64,6.553,1.3776,6435.9541,4671.8454127616715,2
51.82,0.274,44.465,9333.0172,209.89594140461705,2
93.81,4.209,47.5943,11574.2349,243.18522941588245,3
58.1,0.054,30.6633,8478.8179,276.5133987234424,1
95.28,9.551,5.9384,9713.4986,1635.722489777086,3
69.18,8.502,46.6273,9857.0659,211.40097217896192,2
41.05,3.514,40.2699,9315.0919,231.3167536033647,1
97.2,6.719,1.5246,9414.9312,6175.520844622709,1
28.59,8.645,29.0,6383.5826,220.12379911639516,2
26.93,-1.346,5.8154,4132.6818,710.6429800405875,1
60.54,3.692,7.1392,7559.0914,1058.8129526847688,2
31.3,2.226,9.7062,7446.3236,767.1682167411741,1
77.8,0.686,43.8315,9697.1112,221.23609963691868,2
61.33,5.635,1.6507,6423.1531,3891.2562669797353,3
53.46,1.045,34.4916,9950.5305,288.49118510208194,2
116.04,-3.334,48.2311,13258.1829,274.8887593752196,1
68.54,-3.393,32.0975,9181.3621,286.0455848614417,2
103.61,-3.214,40.7987,11864.989,290.8178736885991,2
16.73,-4.512,45.0984,8588.2978,190.43448316306495,2
68.3,2.995,35.7684,9422.3727,263.4272126062982,1
104.16,5.079,33.0262,11270.6347,341.26389981530764,3
69.97,-3.099,0.9965,5561.9555,5581.263742092542,3
86.16,4.178,25.9926,8066.4962,310.33859316079025,1
44.65,3.966,23.5144,8176.2448,347.7127375463898,3
11.09,-2.794,26.183,6227.1614,237.8321374457601,2
54.95,1.061,21.6808,6846.9792,315.80883770083835,2
47.34,6.327,45.3372,9176.8426,202.41299733801264,3
104.05,-4.749,44.4626,10329.9851,232.32975110533164,3
29.28,-2.796,6.3724,5685.0197,892.1375429820259,3
116.01,9.937,26.6914,11713.4601,438.8485304728501,2
114.98,6.003,47.982,12689.669,264.46731555721993,2
29.72,1.962,29.9733,7875.1227,262.7375628738154,1
41.77,4.447,40.1033,7260.981,181.05715182828698,1
107.47,7.693,18.7307,11852.7941,632.8015579439697,2
115.99,7.635,18.9247,10967.5029,579.5330149066725,2
53.21,-0.129,16.3518,6833.8483,417.92647713531835,1
38.52,2.369,1.1901,5546.5137,4660.58852349256,1
63.13,4.571,46.2501,10826.4236,234.08435147099968,2
82.53,-3.922,17.5471,9185.9219,523.5002402749175,3
